secid,date,etop,ret
1,20241212,0.06022783149884644,-0.021571260639786094
2,20241212,-0.07803786109604521,-0.08863806358212922
4,20241212,-0.006344110608699159,0.0405200155459442
6,20241212,-0.014295161318886264,-0.02439086995440687
7,20241212,3.0408034137923653e-05,-0.08323776170974895
8,20241212,-0.0006034767390433064,-0.07225262209412009
9,20241212,0.0073875609258932,-0.042811400953984724
10,20241212,0.010102904297744535,-0.09326269106385465
11,20241212,-0.0009430197324726239,-0.057737508081940114
12,20241212,0.00302614659374093,-0.05705105479424566
14,20241212,-0.0022101925557718536,-0.0803267123384872
16,20241212,-0.03865852923674487,-0.009564011927648886
17,20241212,0.0003228725084982972,-0.09957517674094907
19,20241212,0.01371287948045707,-0.06905804484843125
20,20241212,0.0009861215003140241,-0.057625405413655906
21,20241212,0.009602549524925286,-0.003142474659448502
25,20241212,0.003910647649641988,-0.04046578063856143
26,20241212,0.01086622670176509,-0.04186575199275444
27,20241212,0.011620544848382854,-0.02494378298739397
28,20241212,0.018787252919236167,-0.02881954922442309
29,20241212,-3.575947032451908e-05,-0.06078176139915914
30,20241212,0.012898636248101529,-0.05059961042052896
31,20241212,-0.014300487332381118,-0.06817216215775568
32,20241212,-0.00415823460792133,-0.01202027390137983
34,20241212,0.01636085567758111,0.016149372453333477
35,20241212,0.0002541512361160264,-0.04270967220044619
36,20241212,0.0005840256751752437,-0.12608422233840932
37,20241212,-0.0014116476817571805,-0.05490916880965979
39,20241212,0.02186759393721966,-0.02435917731553483
40,20241212,-0.017257296454169607,-0.13168904370881018
42,20241212,-0.026421736092715448,-0.11399032617588611
45,20241212,0.005529085263563502,-0.06369953813382412
48,20241212,0.03920944721062253,0.02440828263461592
49,20241212,0.01182179751607918,-0.037009536794061604
50,20241212,0.0007199186476549064,-0.008723003490910597
55,20241212,0.006796386312020478,-0.0786558534781836
56,20241212,-0.02633079515186474,0.012770157542883132
58,20241212,-0.0010245327584336046,-0.11076403785118683
59,20241212,-0.13421879994417735,-0.0595801035791087
60,20241212,0.013511048084627553,-0.04667897302100188
61,20241212,0.007444838946481888,-0.07340904701187878
62,20241212,0.0033096670558230568,-0.05691834525916872
63,20241212,0.014528984471528707,0.21720077079798372
65,20241212,0.020370289946028554,-0.04159716799015811
66,20241212,-0.004913526090252452,-0.050568136318756784
68,20241212,-0.004317660757317918,-0.11265851301968333
69,20241212,-0.05081053527086472,-0.07239562149841894
70,20241212,0.001274980313578675,-0.033770360949326506
78,20241212,9.805150950463388e-05,-0.10007000134682298
88,20241212,0.014168519518166379,-0.036855165370919374
89,20241212,0.010347226920405142,-0.031671395873939745
90,20241212,0.009475695665269937,-0.0621520103868094
96,20241212,0.00650131545261793,-0.04812426625899768
99,20241212,0.002896374292590259,-0.08530213718260937
100,20241212,0.005589817602918837,0.024177523000359358
151,20241212,-0.0066381694152849394,-0.11869258023199702
153,20241212,0.014703216176678217,-0.05862455636942032
155,20241212,-0.0001660526658900155,-0.0402204783917024
156,20241212,0.007298494863438375,-0.008452070440357451
157,20241212,0.013544278828495272,-0.031448101201453804
158,20241212,-0.0010192452771324494,-0.07581118370967899
159,20241212,-0.1250902386429936,-0.16757558839033904
166,20241212,0.01232294360481451,-0.03364187866200574
301,20241212,-0.02760836838526689,-0.08839222226769727
333,20241212,0.018832341620676395,-0.014509004179481644
338,20241212,0.020754331187992806,-0.03862277455472929
400,20241212,0.009593114163012178,0.04194616735896295
401,20241212,0.03167471752387707,-0.07826777643580163
402,20241212,-0.05073476174554885,-0.12259193850646144
403,20241212,0.013562105348808048,-0.031307431330477975
404,20241212,0.027679160230572604,-0.036742486043619293
407,20241212,0.008080865066067821,-0.10310184311009352
408,20241212,0.012565615402028656,-0.0575615447651836
409,20241212,0.0011559350957857765,-0.06706618537831865
410,20241212,-0.0026285077165332143,-0.04403133717869934
411,20241212,0.015497856270137297,-0.0778868779084686
415,20241212,0.03363878179439105,-0.07288159559983187
417,20241212,0.003339907142097558,-0.13653458006409558
419,20241212,0.008942369233967068,-0.09937168721560874
420,20241212,0.0020337396482438077,-0.09592340805313337
421,20241212,0.0007762768735883686,-0.14060622237787646
422,20241212,0.014056327421522095,-0.07607257987758875
423,20241212,0.01061852921279097,-0.009924579896607666
425,20241212,0.016547467659511945,-0.034622323146110134
426,20241212,0.017282523955952853,-0.05807386234672385
428,20241212,-0.008131967040776173,-0.08064422873300447
429,20241212,0.0197193030101128,0.08264021477030181
430,20241212,-0.0011266730017357714,-0.07161174381028201
488,20241212,-0.07262933405645944,-0.06317923358446176
498,20241212,0.04322638507230249,-0.05034517186699583
501,20241212,-0.003666561194642248,-0.06435157058089558
503,20241212,0.003240189197458054,-0.06497632232433992
504,20241212,-5.148779355120515e-06,-0.06788670638469252
505,20241212,0.0007222258079090669,-0.09641647105778428
506,20241212,-0.01178774840635263,0.06800464832755404
507,20241212,0.008577453412014532,-0.08037747025363717
509,20241212,-0.0031084385678628863,-0.07904211683138851
510,20241212,0.00827601179353287,-0.08986698442763252
513,20241212,0.013992179225524702,-0.02852458495358512
514,20241212,-0.0029585074173706983,-0.12021616415088743
516,20241212,-0.0027562950023586386,-0.04164698442417947
517,20241212,-0.016611802245555703,-0.09226340482336459
518,20241212,-0.0009683173458929514,-0.08878134996100517
519,20241212,-0.004717792455346492,-0.05873839205033915
520,20241212,-0.001221602498764499,0.004459700386907572
521,20241212,0.012113932949587068,-0.06480725141141186
523,20241212,0.0035663349524326874,-0.08486169675671318
524,20241212,0.012688259963612695,-0.05393655952281673
525,20241212,,
526,20241212,0.002489643161375685,-0.013221992156928541
528,20241212,0.014799157960538512,-0.014336516349269135
529,20241212,0.0036548558031589944,-0.0800867186893216
530,20241212,0.003078972143991081,0.22455862209197952
531,20241212,0.01395433342871287,-0.027532905122087725
532,20241212,0.0011189372869561697,-0.03545414312928996
533,20241212,0.012306042462154708,-0.051420525281390406
534,20241212,0.006187838796193868,0.017758261694744704
536,20241212,-0.017150621194808247,-0.09350406502202435
537,20241212,0.022814145911539522,-0.03198666478600887
538,20241212,0.010801853308972596,0.010395759227524337
539,20241212,0.02224613432102401,-0.030297143013649164
541,20241212,0.006053733284262945,-0.06274094547594089
543,20241212,0.02771628098457232,0.01935695919316327
544,20241212,0.03335531029089895,-0.042459199982947005
545,20241212,-0.01169182129775971,-0.10105053530738317
546,20241212,-0.012313261070546476,-0.14248606367347394
547,20241212,-0.014660267784479852,-0.0458418006887753
548,20241212,0.009173256426833035,-0.08758780399401211
550,20241212,0.012260158339285863,-0.04523910598005876
551,20241212,0.012659215325552548,-0.05606457588734726
552,20241212,0.008430247728267885,-0.04615679208056844
553,20241212,-0.05833707735779298,0.10732336120730768
554,20241212,0.00547969326688876,-0.06845646806518524
555,20241212,-0.0030163638566897233,-0.034297783472285515
557,20241212,0.007372038018456914,-0.08971592791525684
558,20241212,-0.0032294064997677088,0.0446296109695874
559,20241212,0.010423495689275562,-0.028421091917526065
560,20241212,-0.0022719191308394867,-0.12035648436591495
561,20241212,-0.00162186714843991,-0.050120773694485754
563,20241212,0.01195379177284892,-0.05874975277262351
564,20241212,-0.0009191260381036346,-0.09482169083596848
565,20241212,-0.0018472103464343007,-0.05014479499546276
566,20241212,-0.012374368056577599,-0.09737334883135718
567,20241212,0.008727378809211407,-0.06183123663699952
568,20241212,0.016715698178736235,-0.10124760519977516
570,20241212,-0.0009380639728677831,-0.005465132100932468
571,20241212,-0.015671158244029045,-0.1132412011904379
572,20241212,0.025671310447943796,-0.04480766448121787
573,20241212,-0.013916491143897158,-0.05776380873117959
576,20241212,-0.0015446710016419917,-0.15471042586851347
581,20241212,0.017658566608033853,-0.005848127606820297
582,20241212,0.015927783413079422,-0.02989082830173939
584,20241212,0.00463656799710113,-0.11786212162507703
586,20241212,0.0015606962702695779,0.21138285829208825
589,20241212,0.016354579666205436,-0.033685376699439495
590,20241212,-0.0023740676296922594,-0.10552333254492618
591,20241212,0.023688146522895782,-0.04429247155020499
592,20241212,0.00012772863053911159,-0.05842195300180142
593,20241212,0.004994240864503195,-0.08376169885771989
595,20241212,-0.002674511873839206,0.03808569358384939
596,20241212,0.010819597080703656,-0.13723641205504566
597,20241212,0.006204161842935535,-0.0580644083660774
598,20241212,0.032308805698584,0.001860139996499699
599,20241212,-0.028744599011240116,-0.08230140443420664
600,20241212,0.010286016600292032,0.010167904156201724
601,20241212,0.006301235141731626,-0.0326343217983317
603,20241212,0.012482870099993633,-0.07234137057044943
605,20241212,-0.0013550063645761722,-0.06256574414391036
607,20241212,-0.002285076573085329,-0.002923145324205456
608,20241212,-0.0025770263799918766,-0.10755279878363322
609,20241212,-0.041002448140402305,-0.08147279990396672
610,20241212,-0.006812092573228218,-0.02172071448616275
612,20241212,0.0197664998044684,-0.0800056621464521
615,20241212,-0.006678641545657234,-0.10396524813278762
617,20241212,0.013625616938479376,-0.04170721313520509
619,20241212,-0.004268276322292322,-0.06292564115235821
620,20241212,0.0020911936578863737,-0.1329329551958549
622,20241212,-0.004686173807524141,-0.07051323743033411
623,20241212,0.03146432546590644,-0.03941344553399295
625,20241212,0.005159665289815537,-0.05119215966767576
626,20241212,-0.009483127734204148,-0.12574716983114453
627,20241212,0.0012593679311155169,-0.09393647198614719
628,20241212,0.002876461125791134,0.04256402361643152
629,20241212,0.001470512243384397,-0.06433660408290542
630,20241212,0.0119783045189598,-0.07176938597148297
631,20241212,0.001979716801346686,-0.02969402445273306
632,20241212,-0.04504846515859093,-0.10519530078057016
633,20241212,2.35339984439548e-05,-0.09409250769468158
635,20241212,-0.04985583363046953,0.044386368465710646
636,20241212,0.0032586530244400167,-0.003465760135794249
637,20241212,-0.008985290241015024,-0.04393488296672454
638,20241212,0.006313415807743563,-0.11537179387918806
639,20241212,0.004048324241757063,-0.18154013687811565
650,20241212,0.009103130200588536,-0.03373562463054658
651,20241212,0.03214291429852053,0.00450157432611209
652,20241212,0.005543717421935295,-0.06075017611120603
655,20241212,0.0164435732840497,-0.06934874772435073
656,20241212,-0.18037869501501405,0.11133039115301324
657,20241212,0.004167493702470018,-0.032924344002453476
659,20241212,-0.003942001665007305,-0.10118252706147612
661,20241212,0.024638309381194635,-0.05406354089615384
663,20241212,-0.008378160889551263,0.023308744269116
665,20241212,-0.02574855693434704,0.0536379751538385
668,20241212,-0.011616589510188218,-0.12945228896944494
669,20241212,-0.0017722456460258506,-0.0351311881722044
670,20241212,-0.00198320317131611,-0.009795792329766795
672,20241212,0.029102533720102703,-0.03076274940903123
676,20241212,0.004009255548838692,-0.08366185097135015
677,20241212,0.0030531147008427957,-0.06417607068944742
678,20241212,-0.002092130516627534,-0.10681013481878843
679,20241212,-0.005977675398780964,-0.010251340944229637
680,20241212,0.01726802433923259,-0.032680193570328586
681,20241212,0.0018959421721432019,0.3208265227753899
682,20241212,0.011360421950103035,-0.029575129583645166
683,20241212,0.026195689378773663,-0.06509715538543659
685,20241212,0.03383077901447534,-0.026249166165808635
686,20241212,0.016580269450558658,-0.052879663487485074
688,20241212,0.0005048902627464894,-0.10812056775878598
690,20241212,0.02189023055928391,0.006790979039723144
691,20241212,-0.004320304976567733,-0.11587600451352742
692,20241212,-0.07580006178918738,0.09537548833526155
695,20241212,8.396233076698304e-05,-0.07321094156419916
697,20241212,-0.009517438162774608,-0.03682509425754721
698,20241212,0.030147519167155072,0.029879515571419324
700,20241212,0.02491225730310977,-0.06167611391595462
701,20241212,-0.02068959063365004,-0.08080408081437662
702,20241212,-0.003666674031695482,-0.1270979358873784
